objectid,object_location,filename,title,brand,creator,date,description,subject,listed size,shoulder to hem,shoulder width,bust width,waist width,waist to hem,inseam,notes,format,type,language
SPT_CI_01_035,objects/SPT_CI_01_035.jpg,SPT_CI_01_035.jpg,Makeup,up&up,Francis,10/25/2025,isopropyl alcohol,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_036,objects/SPT_CI_01_036.jpg,SPT_CI_01_036.jpg,Makeup,,Francis,10/25/2025,nipple pasties,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_037,objects/SPT_CI_01_037.jpg,SPT_CI_01_037.jpg,Makeup,,Francis,10/25/2025,makeup wedges,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_038,objects/SPT_CI_01_038.jpg,SPT_CI_01_038.jpg,Makeup,,Francis,10/25/2025,eyelash brushes,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_039,objects/SPT_CI_01_039.jpg,SPT_CI_01_039.jpg,Makeup,,Francis,10/25/2025,eyeliner and brows,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_040,objects/SPT_CI_01_040.jpg,SPT_CI_01_040.jpg,Makeup,,Francis,10/25/2025,single use brushes,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_041,objects/SPT_CI_01_041.jpg,SPT_CI_01_041.jpg,Makeup,,Francis,10/25/2025,eyeshadow,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_042,objects/SPT_CI_01_042.jpg,SPT_CI_01_042.jpg,Makeup,Punky Colour,Francis,10/25/2025,Glitter hair and body spray,gold; silver; hair,3.5 oz,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_043,objects/SPT_CI_01_043.jpg,SPT_CI_01_043.jpg,Makeup,assorted,Francis,10/25/2025,Blush,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_01_044,objects/SPT_CI_01_044.jpg,SPT_CI_01_044.jpg,Makeup,assorted,Francis,10/25/2025,Lip Colors,liquid; matte; lip,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_001,objects/SPT_CI_09_001.jpg,SPT_CI_09_001.jpg,body part,,Nowacki,10/25/2025,pale/olive toned fake hand w bloody stump,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_002,objects/SPT_CI_09_002.jpg,SPT_CI_09_002.jpg,body part,,Nowacki,10/25/2025,pale/pink toned hand w bloody stump,,,,,,,,,wrapped in removable gauze,image/jpeg,Image;StillImage,eng
SPT_CI_09_003,objects/SPT_CI_09_003.jpg,SPT_CI_09_003.jpg,body part,,Nowacki,10/25/2025,fake brain,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_004,objects/SPT_CI_09_004.jpg,SPT_CI_09_004.jpg,body part,,Nowacki,10/25/2025,fake heart,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_005,objects/SPT_CI_09_005.jpg,SPT_CI_09_005.jpg,body part,,Nowacki,10/25/2025,tiny skull (little larger than a dollar coin),,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_006,objects/SPT_CI_09_006.jpg,SPT_CI_09_006.jpg,shoes,easy street,Nowacki,10/25/2025,low heel,"black, decorative toe",,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_007,objects/SPT_CI_09_007.jpg,SPT_CI_09_007.jpg,shoes,,Nowacki,10/25/2025,knee high boot,"black, leather, cuff",10,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_008,objects/SPT_CI_09_008.jpg,SPT_CI_09_008.jpg,shoes,,Nowacki,10/25/2025,knee high boot,"black, leather, lace up front",,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_009,objects/SPT_CI_09_009.jpg,SPT_CI_09_009.jpg,shoes,corcoran,Nowacki,10/25/2025,combat boot,"black, leather",,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_010,objects/SPT_CI_09_010.jpg,SPT_CI_09_010.jpg,cufflinks,claiborne,Nowacki,10/25/2025,"cufflinks, ovals, fancy",silver and gold,,,,,,,,bagged w 09_15,image/jpeg,Image;StillImage,eng
SPT_CI_09_011,objects/SPT_CI_09_011.jpg,SPT_CI_09_011.jpg,earrings,,Nowacki,10/25/2025,pearl studs,,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CI_09_012,objects/SPT_CI_09_012.jpg,SPT_CI_09_012.jpg,earrings,,Nowacki,10/25/2025,big studs,blue,,,,,,,,no backs,image/jpeg,Image;StillImage,eng
SPT_CI_09_013,objects/SPT_CI_09_013.jpg,SPT_CI_09_013.jpg,earrings,,Nowacki,10/25/2025,"sparkly square with pearl, not dangly",,,,,,,,,"no backs, bagged w next",image/jpeg,Image;StillImage,eng
SPT_CI_09_014,objects/SPT_CI_09_014.jpg,SPT_CI_09_014.jpg,earrings,,Nowacki,10/25/2025,small pearl w dangling helix and pearl,,,,,,,,,"no backs, bagged w prev",image/jpeg,Image;StillImage,eng
SPT_CI_09_015,objects/SPT_CI_09_015.jpg,SPT_CI_09_015.jpg,cufflinks,claiborne,Nowacki,10/25/2025,"cufflinks, ovals",blue middle,,,,,,,,bagged w 09_10,image/jpeg,Image;StillImage,eng
SPT_CI_09_016,objects/SPT_CI_09_016.jpg,SPT_CI_09_016.jpg,earrings,,Nowacki,10/25/2025,"dangly, spheres w ornamented top",gold and blue/lapis,,,,,,,,,image/jpeg,Image;StillImage,eng
SPT_CID_018,objects/SPT_CID_018.jpg,SPT_CID_018.jpg,Dress,Chic Wish,Lee,11/14/25,cream maxi dress with floral pattern,Cream; floral; maxi; spaghetti straps; chiffon,M,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CID_019,objects/SPT_CID_019.jpg,SPT_CID_019.jpg,Dress,Asos,Lee,11/14/25,black crepey maxi dress,black; maxi; long sleeved; Peasant sleeves; mock neck; blouson,10,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CID_020,objects/SPT_CID_020.jpg,SPT_CID_020.jpg,Dress,Dressystar,Lee,11/14/25,navy a-line midi dress,navy; midi; a-line; 1950s; cap sleeve; solid,M,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CID_021,objects/SPT_CID_021.jpg,SPT_CID_021.jpg,Dress,Collectif,Francis,11/14/25,Red midi dress,bow; red; midi,24,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CID_022,objects/SPT_CID_022.jpg,SPT_CID_022.jpg,Dress,fellsie,Francis,11/14/25,Black and white dress,floral; a-line; midi,M,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CID_023,objects/SPT_CID_023.jpg,SPT_CID_023.jpg,Dress,Torrid,Lee,11/14/25,grey floral maxi dress,grey; gray; floral; maxi; spaghetti straps; jumper; sun dress; ,2,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIV_012,objects/SPT_CIV_012.jpg,SPT_CIV_012.jpg,Vest,Lizsport,Francis,11/14/25,Argyle sweatervest,grey; gray; red; black; plaid; argyle; tartan,S,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIS_001,objects/SPT_CIS_001.jpg,SPT_CIS_001.jpg,Set,Kasper,Francis,11/14/25,Red suit set,red; cotton; salmon,14,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIP_038,objects/SPT_CIP_038.jpg,SPT_CIP_038.jpg,Slacks,John Meyer,Lee Cheeseman,11/14/25,red tartan wool dress pants,red; black; brown; tartan; wool; slacks,10,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIP_039,objects/SPT_CIP_039.jpg,SPT_CIP_039.jpg,Tuxedo pants,,Lee Cheeseman,11/14/25,black tuxedo pants,Black; tuxedo; slacks; dress pants,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIP_040,objects/SPT_CIP_040.jpg,SPT_CIP_040.jpg,Trousers,Banana Republic,Francis,11/14/25,grey wool trousers,slacks; dress pants; wool,6,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIP_041,objects/SPT_CIP_041.jpg,SPT_CIP_041.jpg,Slacks,Lee,Francis,11/14/25,grey slacks,dress pants,40x34,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISH_026,objects/SPT_CISH_026.jpg,SPT_CISH_026.jpg,Sweater,Zara,Lee,11/14/25,White short sleeved turtleneck sweater,white; short sleeved; turtleneck; cotton; sweater,S,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISH_027,objects/SPT_CISH_027.jpg,SPT_CISH_027.jpg,Dress shirt,Softbusiness,Lee,11/14/25,White button-up dress shirt,white; button-up; dress shirt; ,L,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISH_028,objects/SPT_CISH_028.jpg,SPT_CISH_028.jpg,Dress shirt,Nautica,Francis,11/14/25,White dress shirt,,35/36,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISH_029,objects/SPT_CISH_029.jpg,SPT_CISH_029.jpg,Blouse,Koret,Francis,11/14/25,White blouse,floral detail,14p,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISH_030,objects/SPT_CISH_030.jpg,SPT_CISH_030.jpg,Dress shirt,Amazon essentials,Francis,11/14/25,White button down,,xs,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISH_031,objects/SPT_CISH_031.jpg,SPT_CISH_031.jpg,Blouse,Qi Li Ya,Francis,11/14/25,White short sleeve blouse,puff sleeve,M,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIB_016,objects/SPT_CIB_016.jpg,SPT_CIB_016.jpg,Cardigan,MAD,Francis,11/14/2025,Pink cardigan,knit; cotton; cardigan; pink,M,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIC_012,objects/SPT_CIC_012.jpg,SPT_CIC_012.jpg,Coat,True West Outfitters,Lee,11/14/25,Grey tweed sport coat,grey; black; sport coat; tweed; single breasted; collared,36,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIC_013,objects/SPT_CIC_013.jpg,SPT_CIC_013.jpg,Jacket,Adventure bound,Francis,,Brown suede jacket,,XL,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CISK_013,objects/SPT_CISK_013.jpg,SPT_CISK_013.jpg,skirt,,Lee,11/14/25,blue midi skirt,midi; blue; pleated; pockets,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_028,objects/SPT_CIO_028.jpg,SPT_CIO_028.jpg,Shrug,Nice Wear,Lee Cheeseman,11/14/25,white short sleeved knitted shrug,white; short sleeved; shrug; knitted,S,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_029,objects/SPT_CIO_029.jpg,SPT_CIO_029.jpg,Petticoat (2),Grace karin,Lee,11/14/25,black midi petticoat,black; petticoat; midi,S,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_030,objects/SPT_CIO_030.jpg,SPT_CIO_030.jpg,Petticoat (3),,Francis,11/14/25,3 white midi petticoats,,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_031,objects/SPT_CIO_031.jpg,SPT_CIO_031.jpg,Petticoat,,Francis,11/14/25,White maxi petticoat,,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_032,objects/SPT_CIO_032.jpg,SPT_CIO_032.jpg,Petticoat,,Francis,11/14/25,Red midi petticoat,,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_033,objects/SPT_CIO_033.jpg,SPT_CIO_033.jpg,Shrug,Your Style,Francis,11/14/25,White knit shrug,,3x,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_034,objects/SPT_CIO_034.jpg,SPT_CIO_034.jpg,Shrug,Belle Poque,Lee,11/14/25,Turquoise floral shrug,Turquoise; green; blue; floral; short sleeved; shrug; cropped,2xl,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_035,objects/SPT_CIO_035.jpg,SPT_CIO_035.jpg,Apron,,Lee,11/14/25,white and blue floral maxi apron,apron; white; blue; checkered; floral; high neck; open back; maxi,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_036,objects/SPT_CIO_036.jpg,SPT_CIO_036.jpg,Veil,,Francis,11/14/25,Black veil,Tuille,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_037,objects/SPT_CIO_037.jpg,SPT_CIO_037.jpg,Scarf,,Lee,11/14/25,Red and grey head scarf,red; grey; head scarf; ,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_038,objects/SPT_CIO_038.jpg,SPT_CIO_038.jpg,Hankerchief,,Francis,11/14/25,White hankerchief,,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_039,objects/SPT_CIO_039.jpg,SPT_CIO_039.jpg,Headband,,Francis,11/14/25,Black veiled headband,Net; black gem; veil; hair,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_040,objects/SPT_CIO_040.jpg,SPT_CIO_040.jpg,Scarf,,Lee,11/14/25,Green flora scarf,green; floral; scarf; sheer; head scarf,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_041,objects/SPT_CIO_041.jpg,SPT_CIO_041.jpg,Scarf,,Francis,11/14/25,Blue scarf,Sheer,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_042,objects/SPT_CIO_042.jpg,SPT_CIO_042.jpg,Tie,Perry Ellis,Francis,11/14/25,Diamond tie,Red; blue; yellow; white;,,,,,,,,medea,image/jpeg,Image;StillImage,eng
SPT_CIO_043,objects/SPT_CIO_043.jpg,SPT_CIO_043.jpg,Veil,,Lee,11/14/25,Black veil,sheer; hair,,,,,,,,medea,image/jpeg,Image;StillImage,eng
